skills_text,domain_label,difficulty_level
"numpy, scikit-learn, computer vision, Jira, OpenCV, feature engineering, scrum, NLP",AI/ML Engineer,Easy
"teamwork, Terraform, Kubernetes, observability, capacity planning, AWS, error budgets, Go, documentation, Linux",Site Reliability Engineer,Hard
"AWS, Prometheus, Grafana, Istio, automation, Linux, scrum",DevOps Engineer,Medium
"AWS, incident management, Grafana, observability, Python, Git",Site Reliability Engineer,Medium
"data modeling, Tableau, pivot tables, Python, Google Sheets, Excel, data cleaning, Looker, BigQuery, SQL",Data Analyst,Hard
"smart contracts, agile, Substrate, Rust, DeFi, IPFS, Truffle, Go, Solidity, consensus algorithms, cross-chain bridges",Blockchain Developer,Hard
"JUnit, Git, Selenium, test planning, Pact, visual regression, Python, test automation, API testing, JMeter",QA Automation Engineer,Hard
"user research, information architecture, wireframing, prototyping, user flows, CSS, communication, usability testing, Sketch, accessibility",UI/UX Designer,Easy
"smart contracts, Confluence, consensus algorithms, JavaScript, Go, agile, Solidity, DeFi, Layer 2, Truffle, Ethereum",Blockchain Developer,Medium
"KPI tracking, Python, ETL, Microsoft Power BI, SQL, Power BI, PowerBI, reporting, pivot tables",Data Analyst,Easy
"machine learning, keras, tensorflow, huggingface, pytorch, numpy",AI/ML Engineer,Easy
"gRPC, REST API, documentation, Git, Node.js, SQL, Docker, Django, microservices, teamwork, Redis, Flask",Backend Developer,Medium
"JMeter, test planning, Pytest, CI/CD, Cypress, visual regression, Docker, Cucumber, Selenium, test automation, Python, Pact, Git",QA Automation Engineer,Hard
"Git, Pytest, test planning, agile, Cypress, BDD, Python, Selenium",QA Automation Engineer,Easy
"Postman, test planning, communication, SQL, Cypress, Selenium, Python, performance testing, test automation",QA Automation Engineer,Medium
"Nmap, cryptography, firewalls, Confluence, incident response, threat detection, SOC, penetration testing, network security",Cybersecurity Analyst,Easy
"documentation, S3, Terraform, Linux, GCP, multi-cloud, networking, IAM",Cloud Engineer,Medium
"incident management, Linux, Prometheus, Grafana, Kubernetes, observability",Site Reliability Engineer,Medium
"PostgreSQL, gRPC, Docker, server-side development, Go, SQL, Redis, Flask, Node.js, scrum",Backend Developer,Medium
"JavaScript, DeFi, web3, Go, smart contracts, Web3, Ethereum, Solidity, Web3.js",Blockchain Developer,Medium
"SQL, documentation, pivot tables, business intelligence, dbt, reporting, Tableau, Jira",Data Analyst,Medium
"networking, cost optimization, serverless, AWS, EC2, Linux, load balancing, Azure, multi-cloud, Kubernetes, CDN",Cloud Engineer,Hard
"API testing, test automation, CI/CD, contract testing, JMeter, Cucumber, documentation, Cypress, chaos testing, test planning, Python, Selenium, Postman",QA Automation Engineer,Hard
"documentation, MongoDB, Docker, Node, PostgreSQL, JavaScript, NodeJS, TypeScript, Node.js",Full Stack Developer,Easy
"incident response, Linux, threat detection, penetration testing, zero trust, compliance",Cybersecurity Analyst,Medium
"Python, SPI, firmware, microcontrollers, FPGA, RTOS, communication, debugging, real-time operating system, C++",Embedded Systems Engineer,Medium
"Git, Grafana, incident management, AWS, SLO/SLA, Python, Linux",Site Reliability Engineer,Medium
"Python, Kubernetes, Ansible, Linux, monitoring, Bash scripting, Terraform, automation, FinOps, GitOps",DevOps Engineer,Hard
"statistics, pandas, classification, PySpark, data wrangling, Jupyter, feature selection, matplotlib, Apache Spark, numpy, R, Bayesian statistics, Spark",Data Scientist,Hard
"numpy, torch, feature engineering, scrum, deep learning, pandas, CNN, transformers, pytorch, scikit-learn, PyTorch, time management",AI/ML Engineer,Easy
"presentation, Terraform, runbooks, on-call, toil reduction, observability, Prometheus, Git, Go, documentation, distributed tracing, incident management",Site Reliability Engineer,Hard
"test planning, Cypress, API testing, SQL, Python, Selenium, Pytest, test automation",QA Automation Engineer,Easy
"pivot tables, Jira, SQL, ETL, data visualization, Excel, time management, Microsoft Power BI, Google Sheets, reporting, Power BI, PowerBI, Metabase",Data Analyst,Medium
"wireframing, leadership, Adobe XD, prototyping, A/B testing, accessibility, interaction design, usability testing, information architecture, user research, Figma",UI/UX Designer,Medium
"Python, design patterns, problem solving, communication, data structures, presentation, system design, C++",Software Engineer,Easy
"test automation, documentation, Pytest, Python, time management, Selenium, test planning, CI/CD, Postman, Git",QA Automation Engineer,Medium
"Docker, Terraform, Python, Confluence, Prometheus, Grafana, distributed tracing, SLO/SLA, AWS, Linux, teamwork",Site Reliability Engineer,Medium
"JavaScript, React.js, Jira, MongoDB, Git, REST API, React, leadership, Docker, Redux, CSS, NoSQL, Mongo, ReactJS, GraphQL",Full Stack Developer,Easy
"model evaluation, NLP, transformers, feature engineering, pandas, keras, time management, numpy",AI/ML Engineer,Easy
"seaborn, Confluence, python, feature selection, scikit-learn, matplotlib, statistics, presentation, clustering, pandas, classification, SQL, Hadoop",Data Scientist,Medium
"UART, ARM, FreeRTOS, Linux kernel, firmware, Confluence, FPGA, microcontrollers, DSP, oscilloscope, Jira, RTOS",Embedded Systems Engineer,Medium
"pandas, SQL, dbt, classification, statistics, clustering, numpy, feature selection, Jupyter",Data Scientist,Medium
"A/B testing, numpy, data wrangling, clustering, pandas, classification, hypothesis testing, seaborn",Data Scientist,Medium
"debugging, C, Python, teamwork, RTOS, I2C",Embedded Systems Engineer,Easy
"teamwork, user flows, HTML, Figma, component libraries, user research, information architecture, Sketch, prototyping, CSS, wireframing, design systems",UI/UX Designer,Medium
"threat intelligence, teamwork, vulnerability assessment, cryptography, firewalls, OWASP, presentation, threat detection, zero trust, SOC, network security",Cybersecurity Analyst,Medium
"Git, iOS, RN, Redux, React Native, cross-platform mobile, mobile UI, Dart, Swift, Kotlin",Mobile App Developer,Easy
"Cypress, test automation, Python, Pytest, SQL, test planning, JUnit, Pact, Git, Postman, Selenium",QA Automation Engineer,Medium
"scrum, C++, GPIO, Confluence, Linux kernel, bootloader development, C, microcontrollers, ARM, RTOS",Embedded Systems Engineer,Medium
"reporting, KPI tracking, data cleaning, Python, Excel, dashboard design, ETL",Data Analyst,Easy
"incident management, Docker, Kubernetes, Go, Python, on-call, Grafana, ELK stack, OpenTelemetry, SLO/SLA",Site Reliability Engineer,Hard
"Rust, time management, Truffle, cryptography, smart contracts, Solidity, NFT, Go, consensus algorithms",Blockchain Developer,Medium
"OOP, Python, teamwork, code review, Rust, debugging, data structures, C++, algorithms, system design",Software Engineer,Medium
"mobile UI, REST API, JavaScript, presentation, Git, Firebase, Android, communication, React Native, Kotlin, TypeScript, Swift",Mobile App Developer,Easy
"LSTM, computer vision, CUDA, machine learning, scikit-learn, OpenCV, tensorflow",AI/ML Engineer,Medium
"Docker, test planning, test automation, agile, Git, BDD, Selenium, API testing, visual regression",QA Automation Engineer,Medium
"caching strategies, microservices, SQL, FastAPI, server-side development, Docker, RabbitMQ, authentication, MongoDB, Node.js, REST API, Python",Backend Developer,Hard
"CSS, PostgreSQL, Next.js, HTML, performance optimization, Express, MongoDB, microservices, Kubernetes",Full Stack Developer,Hard
"PowerBI, reporting, pivot tables, business intelligence, Excel, dashboard design, SQL, Microsoft Power BI, Power BI, BigQuery",Data Analyst,Medium
"RTOS, real-time operating system, Python, C++, SPI, agile, microcontrollers, UART, FreeRTOS, oscilloscope, firmware, GPIO",Embedded Systems Engineer,Easy
"CSS, time management, HTML, Next.js, Docker, PostgreSQL, performance optimization, Redux",Full Stack Developer,Medium
"DeFi, smart contracts, Truffle, cryptography, IPFS, agile, Hardhat, Solidity",Blockchain Developer,Easy
"ONNX, Confluence, CNN, transformers, python, tensorflow, model evaluation, numpy, pandas, huggingface",AI/ML Engineer,Medium
"user flows, design tokens, design systems, Figma, wireframing, user research, information architecture, Figma design, UI design tool, motion design, prototyping",UI/UX Designer,Medium
"Jira, data wrangling, statistics, feature selection, Spark, seaborn, communication, Jupyter, python",Data Scientist,Medium
"TypeScript, documentation, HTML, CSS, Git, JavaScript, Next.js",Full Stack Developer,Easy
"MongoDB, Docker, TypeScript, Next.js, Redux, Node.js, Express, CI/CD, JavaScript, HTML",Full Stack Developer,Medium
"matplotlib, python, data wrangling, numpy, feature selection, clustering, leadership, Jupyter, agile, hypothesis testing",Data Scientist,Easy
"PostgreSQL, Docker, server-side development, MongoDB, Go, gRPC, Node.js, Git, caching strategies",Backend Developer,Hard
"Kotlin, Dart, JavaScript, REST API, native modules, Flutter, Git, app store deployment, React Native, Firebase, communication",Mobile App Developer,Medium
"SLO/SLA, Prometheus, Grafana, Docker, on-call, OpenTelemetry, Linux, leadership",Site Reliability Engineer,Medium
"REST API, authentication, Redis, Kafka, SQL, JWT, Docker, MongoDB, Node.js, Confluence",Backend Developer,Medium
"NodeJS, Redux, Node, PostgreSQL, teamwork, SSR, JWT, JavaScript, MongoDB, Node.js, Express",Full Stack Developer,Medium
"AWS, Linux, Prometheus, scrum, runbooks, Python, Go, leadership, on-call",Site Reliability Engineer,Medium
"authentication, REST API, FastAPI, Redis, MongoDB, Python, SQL, communication",Backend Developer,Easy
"Node.js, RabbitMQ, MongoDB, Redis, PostgreSQL, Python, Docker, Flask, REST API",Backend Developer,Medium
"presentation, agile, Figma design, usability testing, design systems, UI design tool, Figma, user flows, wireframing",UI/UX Designer,Easy
"REST API, push notifications, leadership, Swift, Firebase, Git, Android, iOS, mobile UI, Redux, React Native, JavaScript",Mobile App Developer,Medium
"JWT, Docker, Redux, PostgreSQL, GraphQL, JavaScript, REST API, Next.js, CSS, WebSockets, presentation",Full Stack Developer,Medium
"IAM, GCP, EC2, Terraform, Linux, networking, load balancing, serverless",Cloud Engineer,Medium
"Kubernetes, cloud architecture, communication, GCP, cloud security, presentation, IAM, S3, AWS",Cloud Engineer,Hard
"dashboard design, Python, Snowflake, ETL, data visualization, pivot tables, Excel, Google Sheets, KPI tracking, leadership",Data Analyst,Medium
"app store deployment, cross-platform mobile, TypeScript, Flutter, Jira, Git, React Native, Kotlin, Redux, RN, mobile UI, REST API, push notifications, presentation",Mobile App Developer,Medium
"DeFi, smart contracts, Solidity, Hardhat, IPFS, smart contract language, Truffle, Ethereum, presentation, Go, Web3.js, consensus algorithms",Blockchain Developer,Medium
"Flutter, React Native, TypeScript, agile, leadership, Redux, Android, Git, JavaScript, Swift, Dart",Mobile App Developer,Easy
"Linux, Terraform, AWS, load balancing, VPC, IAM",Cloud Engineer,Medium
"model evaluation, numpy, image classification, python, scikit-learn, deep learning, LSTM, convolutional neural network, computer vision, presentation, Confluence, ONNX, machine learning, CNN",AI/ML Engineer,Medium
"time management, Solidity, smart contract language, cryptography, Go, DeFi, Ethereum, JavaScript",Blockchain Developer,Medium
"React, Node, NodeJS, microservices, MongoDB, OAuth, documentation, CSS, Kubernetes, Node.js, agile, Git, Next.js, PostgreSQL, HTML",Full Stack Developer,Hard
"caching strategies, RabbitMQ, FastAPI, Node.js, Flask, Git, Docker, MongoDB, JWT, server-side development, Confluence",Backend Developer,Hard
"presentation, image classification, CNN, computer vision, numpy, tensorflow, convolutional neural network, scikit-learn, agile, huggingface, keras",AI/ML Engineer,Easy
"Jaeger, Linux, Jira, Confluence, Docker, SLO/SLA, runbooks, Go, chaos engineering, observability, Python, Prometheus",Site Reliability Engineer,Hard
"OWASP, Wireshark, threat detection, firewalls, network security, SOC, exploit development, Linux",Cybersecurity Analyst,Medium
"firewalls, Nmap, penetration testing, malware analysis, agile, incident response, Linux, threat detection, OWASP, SOC, SIEM, Confluence",Cybersecurity Analyst,Medium
"EC2, Docker, cloud architecture, IAM, CDN, Linux, SLA design",Cloud Engineer,Medium
"Git, CSS, REST API, MongoDB, JavaScript, TypeScript, React, Next.js, Docker",Full Stack Developer,Easy
"pivot tables, PowerBI, business intelligence, Microsoft Power BI, Excel, BigQuery, SQL, Power BI, Python",Data Analyst,Medium
"ARM Cortex, RTOS, ARM architecture, Python, Confluence, Linux kernel, debugging, GPIO, C, communication, ARM",Embedded Systems Engineer,Easy
"Next.js, Git, Kubernetes, React.js, GraphQL, ReactJS, MongoDB, CSS, React",Full Stack Developer,Medium
"IAM, cloud architecture, Lambda, CDN, time management, Azure, GCP, load balancing, AWS",Cloud Engineer,Medium
"firmware, Linux kernel, power optimization, documentation, Python, GPIO, leadership, oscilloscope, FreeRTOS, RTOS",Embedded Systems Engineer,Medium
"Docker, scrum, toil reduction, Kubernetes, on-call, Go, capacity planning, Terraform, observability, presentation, Jaeger, Python",Site Reliability Engineer,Hard
"JavaScript, presentation, Kotlin, Jira, Git, Swift, mobile UI, REST API, performance optimization, Dart",Mobile App Developer,Medium
"JavaScript, REST API, communication, Node.js, CSS, Git, PostgreSQL, Express, TypeScript",Full Stack Developer,Easy
"agile, reporting, Confluence, dashboard design, data visualization, Excel, Python, Power BI, KPI tracking, SQL",Data Analyst,Easy
"scrum, Jira, CNN, neural networks, pytorch, numpy, machine learning, tensorflow, RNN, pandas, LLM",AI/ML Engineer,Medium
